Smart Tv Images	Smart Tv Names	Smart Tv Prices	Smart Tv Details
https://rukminim1.flixcart.com/image/312/312/xif0q/television/7/p/t/-original-imaghy5qe6mp2wae.jpeg?q=70	KODAK CA Series 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV with Dolby Digital Plus & DTS TruS...	₹34,999	Netflix|Prime Video|Disney+Hotstar|YoutubeOperating System: AndroidUltra HD (4K) 3840X2160 Pixels30 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USBIPS1 Year Warranty on Product & 6 Months on Accessories
https://rukminim1.flixcart.com/image/312/312/ks3jjbk0/television/6/w/r/32ya593-lumx-original-imag5rytg4pdpvw3.jpeg?q=70	LumX Border Less 80 cm (32 inch) HD Ready LED Smart Android TV	₹8,999	Netflix|Prime Video|Disney+HotstarOperating System: AndroidHD Ready 1366X768P Pixels24w Speaker Output60 Hz Refresh Rate2 x HDMI | 2 x USBA+1 Year Warranty on Product.
https://rukminim1.flixcart.com/image/312/312/l12h1u80/television/z/c/1/-original-imagcppgc2ycvxdb.jpeg?q=70	Blaupunkt Cybersound 126 cm (50 inch) Ultra HD (4K) LED Smart Android TV with Dolby MS12 & 60W Speaker...	₹33,999	Netflix|Prime Video|Disney+Hotstar|YoutubeOperating System: AndroidUltra HD (4K) 3840 x 2160 Pixels60 W Speaker Output60 Hz Refresh Rate3 x HDMI | 3 x USBIPS1 Year Warranty on Product & 6 Months on Accessories
https://rukminim1.flixcart.com/image/312/312/xif0q/television/a/y/i/-original-imagh3wbtnze7ka4.jpeg?q=70	Hisense E4G Series 80 cm (32 inch) HD Ready LED Smart Android TV with DTS Virtual X	₹11,999	Netflix|Prime Video|Disney+Hotstar|YoutubeOperating System: AndroidHD Ready 1366 x 768 Pixels20 W Speaker Output60 Hz Refresh Rate2 x HDMI | 2 x USBA+ Grade Panel1 Year Comprehensive Warranty
https://rukminim1.flixcart.com/image/312/312/ku79vgw0/television/e/m/b/55opmax9055-thomson-original-imag7dn5ddmzz4ya.jpeg?q=70	Thomson OATHPRO Max 126 cm (50 inch) Ultra HD (4K) LED Smart Android TV with Dolby MS12 & 40W Speakers	₹31,999	Netflix|Prime Video|Disney+Hotstar|YoutubeOperating System: AndroidUltra HD (4K) 3840 x 2160 Pixels40 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USBIPS+1 Year Warranty on Product and 6 Months on Accessories
https://rukminim1.flixcart.com/image/312/312/k5vcya80/television/z/k/e/vu-50ca-original-imafzgkftuszcbza.jpeg?q=70	Vu cinema TV 126 cm (50 inch) Ultra HD (4K) LED Smart Android TV	₹30,999	Netflix|Disney+Hotstar|YoutubeOperating System: AndroidUltra HD (4K) 3840 x 2160 Pixels40 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USB1 Year Warranty on Product
https://rukminim1.flixcart.com/image/312/312/kqse07k0/television/m/m/i/55up7500ptz-55up7500ptz-lg-original-imag4q3zjqgshdhy.jpeg?q=70	LG 139 cm (55 inch) Ultra HD (4K) LED Smart WebOS TV	₹48,490	Netflix|Prime Video|Disney+Hotstar|YoutubeOperating System: WebOSUltra HD (4K) 3840 x 2160 Pixels20 W Speaker Output60 Hz Refresh Rate2 x HDMI | 1 x USB1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on Panel/Module from the date of purchase.
https://rukminim1.flixcart.com/image/312/312/kq6yefk0/television/e/p/w/l50m5-5ain-mi-original-imag4969ybwxqwza.jpeg?q=70	Mi 4X 125.7 cm (50 inch) Ultra HD (4K) LED Smart Android TV	₹30,999	Netflix|Disney+Hotstar|YoutubeOperating System: AndroidUltra HD (4K) 3840 x 2160 Pixels20 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USB1 Year on Product and 1 Additional Year for Panel
https://rukminim1.flixcart.com/image/312/312/l2rwzgw0/television/m/y/s/-original-imagefjnx9bk5mxt.jpeg?q=70	SAMSUNG The Frame 2021 Series 138 cm (55 inch) QLED Ultra HD (4K) Smart Tizen TV	₹77,990	Netflix|Prime Video|Disney+Hotstar|YoutubeOperating System: TizenUltra HD (4K) 3840 x 2160 Pixels40 W Speaker Output120 Hz Refresh Rate4 x HDMI | 2 x USB1 Year comprehensive warranty and 1 year additional on Panel.
https://rukminim1.flixcart.com/image/312/312/xif0q/television/e/2/q/-original-imaggz6pq2yegw7s.jpeg?q=70	TOSHIBA M550LP Series 164 cm (65 inch) QLED Ultra HD (4K) Smart Google TV With Bass Woofer and REGZA E...	₹76,990	Netflix|Prime Video|Disney+Hotstar|YoutubeOperating System: Google TVUltra HD (4K) 3840 x 2160 Pixels49 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USBA+ Grade Ultra Vivid Panel2 Years Comprehensive Warranty
https://rukminim1.flixcart.com/image/312/312/l572ufk0/television/q/u/i/65uq7500psf-65uq7500psf-lg-original-imagfxgx5egaesaw.jpeg?q=70	LG UQ7500 164 cm (65 inch) Ultra HD (4K) LED Smart WebOS TV 2022 Edition	₹81,182	Netflix|Prime Video|Disney+Hotstar|YoutubeOperating System: WebOSUltra HD (4K) 3840 x 2160 Pixels20 W Speaker Output60 Hz Refresh Rate3 x HDMI | 1 x USBLED1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on Panel/Module from the date of purchase.
https://rukminim1.flixcart.com/image/312/312/ks3jjbk0/television/6/w/r/32ya593-lumx-original-imag5rytg4pdpvw3.jpeg?q=70	LumX Border Less 80 cm (32 inch) HD Ready LED Smart Android TV	₹8,999	Netflix|Prime Video|Disney+HotstarOperating System: AndroidHD Ready 1366X768P Pixels24w Speaker Output60 Hz Refresh Rate2 x HDMI | 2 x USBA+1 Year Warranty on Product.
https://rukminim1.flixcart.com/image/312/312/l3xcr680/television/f/f/p/-original-imagexnssdcgzyzj.jpeg?q=70	Nokia 102 cm (40 inch) Full HD LED Smart Android TV	₹20,999	Netflix|Prime Video|Disney+Hotstar|YoutubeOperating System: AndroidFull HD 1920 x 1080 Pixels24 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USBVA Type Panel1 Year Warranty on Product
https://rukminim1.flixcart.com/image/312/312/knoxnrk0/television/o/u/j/l75m6-esg-mi-original-imag2bg4t5sjhw6c.jpeg?q=70	Mi Q1 189.34 cm (75 inch) QLED Ultra HD (4K) Smart Android TV	₹1,29,999	Netflix|Disney+Hotstar|YoutubeOperating System: AndroidUltra HD (4K) 3840 x 2160 Pixels30 W Speaker Output120 Hz Refresh Rate3 x HDMI | 2 x USB1 Year Warranty on Product and Additional 1 Year for Panel
https://rukminim1.flixcart.com/image/312/312/l1fc0i80/television/x/w/x/smthy32hdb52vrtyw-hyundai-original-imagczwzpe6wdh8k.jpeg?q=70	Hyundai 80 cm (32 inch) HD Ready LED Smart Android Based TV	₹11,990	Netflix|Prime Video|Disney+Hotstar|YoutubeOperating System: Android BasedHD Ready 1366 x 768 Pixels16 W Speaker Output60 Hz Refresh Rate2 x HDMI | 2 x USBA+ Grade Panel1 Year Warranty on Product and 6 Months on Remote
https://rukminim1.flixcart.com/image/312/312/kt64fbk0/television/g/6/p/ua32t4410aklxl-ua32t4410aklxl-samsung-original-imag6kzwvks9bbzb.jpeg?q=70	SAMSUNG 4 80 cm (32 inch) HD Ready LED Smart Tizen TV 2021 Edition	₹18,990	Netflix|Prime Video|Apple TV|Disney+Hotstar|YoutubeOperating System: TizenHD Ready 1366 x 768 Pixels20W Speaker Output60 Hz Refresh Rate2 x HDMI | 1 x USBLED1 YEAR DOMESTIC WARRANTY
https://rukminim1.flixcart.com/image/312/312/l2krs7k0/television/2/c/i/-original-imagdvsyygdng6wr.jpeg?q=70	TCL P715 126 cm (50 inch) Ultra HD (4K) LED Smart Android TV with Full Screen & Handsfree Voice Contro...	₹31,990	Netflix|Prime Video|Disney+Hotstar|YoutubeOperating System: AndroidUltra HD (4K) 3840 x 2160 Pixels30 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USB2 Year Product Warranty
https://rukminim1.flixcart.com/image/312/312/l3bx5e80/television/0/w/q/-original-imageh37h34rehqf.jpeg?q=70	SONY Bravia 125.7 cm (50 inch) Ultra HD (4K) LED Smart Google TV	₹60,999	Netflix|Prime Video|Disney+Hotstar|YoutubeOperating System: Google TVUltra HD (4K) 3840 x 2160 Pixels20 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USB1 Year Manufacturer Warranty
https://rukminim1.flixcart.com/image/312/312/l3nco7k0/television/5/k/a/-original-imageq5eyxxf8sbe.jpeg?q=70	SAMSUNG Crystal 4K Pro 138 cm (55 inch) Ultra HD (4K) LED Smart Tizen TV with Voice Search	₹49,990	Netflix|Disney+Hotstar|YoutubeOperating System: TizenUltra HD (4K) 3840 x 2160 Pixels20 W Speaker Output60 Hz Refresh Rate3 x HDMI | 1 x USB1 Year Product Warranty and 1 Year Additional on Panel
https://rukminim1.flixcart.com/image/312/312/l5h2xe80/television/g/c/f/-original-imagg4y9padcecth.jpeg?q=70	MOTOROLA Revou 2 109 cm (43 inch) Full HD LED Smart Android TV	₹21,999	Netflix|Prime Video|Disney+Hotstar|YoutubeOperating System: AndroidFull HD 1920 x 1080 Pixels24 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USBVA Type Panel1 Year Warranty on Product
https://rukminim1.flixcart.com/image/312/312/xif0q/television/x/l/n/-original-imaggz6zrhhg8ht2.jpeg?q=70	TOSHIBA V35KP 108 cm (43 inch) Full HD LED Smart Android TV with DTS Virtual X (2022 Model)	₹22,990	Netflix|Prime Video|Disney+Hotstar|YoutubeOperating System: AndroidFull HD 1920 x 1080 Pixels20 W Speaker Output60 Hz Refresh Rate2 x HDMI | 2 x USBA+ Grade LED Panel2 Years Comprehensive Warranty
https://rukminim1.flixcart.com/image/312/312/ku1k4280/television/g/x/z/50uhdadndt52x-nokia-original-imag79br4zfyw83q.jpeg?q=70	Nokia 127 cm (50 inch) Ultra HD 4K LED Smart Android TV with Sound by JBL and Powered by Harman AudioE...	₹42,999	Netflix|Prime Video|Disney+Hotstar|YoutubeOperating System: AndroidUltra HD (4K) 3840 x 2160 Pixels60 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USBVA Panel1 Year Warranty on Product
https://rukminim1.flixcart.com/image/312/312/ku1k4280/television/8/l/c/50uhdaqndt5q-nokia-original-imag79breguarr7s.jpeg?q=70	Nokia 127 cm (50 inch) Ultra HD 4K QLED Smart Android TV with Sound by JBL and Powered by Harman Audio...	₹41,999	Netflix|Prime Video|Disney+Hotstar|YoutubeOperating System: AndroidUltra HD (4K) 3840 x 2160 Pixels60 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USBVA Panel1 Year Warranty on Product
https://rukminim1.flixcart.com/image/312/312/ksez24w0/television/s/l/i/hd6fs-pro-huidi-original-imag5zndnwypncda.jpeg?q=70	HUIDI 80 cm (32 inch) HD Ready LED Smart Android Based TV with Bezel Less Display	₹8,927	Netflix|Disney+Hotstar|YoutubeOperating System: Android BasedHD Ready 1366 x 768 Pixels20 W Speaker Output60 Hz Refresh Rate2 x HDMI | 2 x USBA+ Grade1 Year Warranty on Product
https://rukminim1.flixcart.com/image/312/312/xif0q/television/t/f/m/-original-imaghu25dgzgf8za.jpeg?q=70	TCL P615 108 cm (43 inch) Ultra HD (4K) LED Smart TV with Dolby Audio	₹26,990	Netflix|Prime Video|Disney+Hotstar|YoutubeUltra HD (4K) 3840x2160 Pixels24W Speaker Output60 Hz Refresh Rate3 x HDMI | 1 x USB2 Year Product Warranty
https://rukminim1.flixcart.com/image/312/312/xif0q/television/a/6/n/-original-imaghzmu5kh7gazg.jpeg?q=70	Hisense A71F 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV with Dolby Vision & ATMOS	₹34,990	Netflix|Prime Video|Disney+Hotstar|YoutubeOperating System: AndroidUltra HD (4K) 3840 x 2160 Pixels30 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USB2 Years Comprehensive Warranty
https://rukminim1.flixcart.com/image/312/312/kingqkw0/television/w/b/y/motorola-43sauhdmq-original-imafydykpnw3hzgv.jpeg?q=70	MOTOROLA ZX Pro 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV with Wireless Gamepad	₹45,999	Netflix|Prime Video|Disney+Hotstar|YoutubeOperating System: AndroidUltra HD (4K) 3840 x 2160 Pixels50 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USBLG IPS1 Year Warranty on Product
https://rukminim1.flixcart.com/image/312/312/l5h2xe80/television/p/e/c/-original-imagg4y9qenhkyg7.jpeg?q=70	MOTOROLA Revou 2 109 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby Atmos and Dolby Vision	₹24,999	Netflix|Prime Video|Disney+Hotstar|YoutubeOperating System: AndroidUltra HD (4K) 3840 x 2160 Pixels24 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USBVA Type Panel1 Year Warranty on Product
https://rukminim1.flixcart.com/image/312/312/xif0q/television/s/i/0/-original-imaghzvu3h2rxy2t.jpeg?q=70	iFFALCON by TCL K72 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV with Hands Free Voice Control ...	₹35,999	Netflix|Disney+Hotstar|YoutubeOperating System: AndroidUltra HD (4K) 3840 x 2160 Pixels24 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USBA+ Grade1 Year Warranty on Product
https://rukminim1.flixcart.com/image/312/312/kerfl3k0/television/n/q/y/toshiba-43u5050-original-imafvcny5pzdvwwc.jpeg?q=70	TOSHIBA U50 Series 108 cm (43 inch) Ultra HD (4K) LED Smart VIDAA TV with Dolby Vision & ATMOS	₹24,999	Netflix|Prime Video|YoutubeOperating System: VIDAAUltra HD (4K) 3840 x 2160 Pixels24 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USBYupp TV1 Year Warranty
https://rukminim1.flixcart.com/image/312/312/kjiwfbk0-0/television/a/w/h/43uhdx7xpro-kodak-original-imafz2zfaqxhesmk.jpeg?q=70	KODAK 7X Pro 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV	₹21,999	Prime Video|Disney+Hotstar|YoutubeOperating System: AndroidUltra HD (4K) 3840 x 2160 Pixels24 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USBIPS1 Year Warranty on Product & 6 Months on Accessories
https://rukminim1.flixcart.com/image/312/312/l2krs7k0/television/q/v/t/-original-imagdvsywvuvx92h.jpeg?q=70	TCL S6500 Series 108 cm (43 inch) Full HD LED Smart Android TV	₹21,990	Netflix|Disney+Hotstar|YoutubeOperating System: AndroidFull HD 1920 x 1080 Pixels20 W Speaker Output60 Hz Refresh Rate2 x HDMI | 1 x USBA+ Panel2 Year Product Warranty
https://rukminim1.flixcart.com/image/312/312/ku1k4280/television/g/x/z/50uhdadndt52x-nokia-original-imag79br4zfyw83q.jpeg?q=70	Nokia 127 cm (50 inch) Ultra HD 4K LED Smart Android TV with Sound by JBL and Powered by Harman AudioE...	₹42,999	Netflix|Prime Video|Disney+Hotstar|YoutubeOperating System: AndroidUltra HD (4K) 3840 x 2160 Pixels60 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USBVA Panel1 Year Warranty on Product
https://rukminim1.flixcart.com/image/312/312/xif0q/television/s/i/0/-original-imaghzvu3h2rxy2t.jpeg?q=70	iFFALCON by TCL K72 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV with Hands Free Voice Control ...	₹35,999	Netflix|Disney+Hotstar|YoutubeOperating System: AndroidUltra HD (4K) 3840 x 2160 Pixels24 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USBA+ Grade1 Year Warranty on Product
https://rukminim1.flixcart.com/image/312/312/kjlrb0w0-0/television/b/i/g/oled55cxpta-lg-original-imafz4yyntd4jq9x.jpeg?q=70	LG 139 cm (55 inch) OLED Ultra HD (4K) Smart WebOS TV	₹1,34,000	Netflix|Disney+Hotstar|YoutubeOperating System: WebOSUltra HD (4K) 3840 x 2160 Pixels40 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USB1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on Panel/Module from the date of purchase.
https://rukminim1.flixcart.com/image/312/312/xif0q/television/t/f/m/-original-imaghu25dgzgf8za.jpeg?q=70	TCL P615 108 cm (43 inch) Ultra HD (4K) LED Smart TV with Dolby Audio	₹26,990	Netflix|Prime Video|Disney+Hotstar|YoutubeUltra HD (4K) 3840x2160 Pixels24W Speaker Output60 Hz Refresh Rate3 x HDMI | 1 x USB2 Year Product Warranty
https://rukminim1.flixcart.com/image/312/312/l2krs7k0/television/q/v/t/-original-imagdvsywvuvx92h.jpeg?q=70	TCL S6500 Series 79.97 cm (32 inch) HD Ready LED Smart Android TV	₹11,990	Netflix|Disney+Hotstar|YoutubeOperating System: AndroidHD Ready 1366 x 768 Pixels16 W Speaker Output60 Hz Refresh Rate2 x HDMI | 1 x USBA+ Panel2 Year Product Warranty
https://rukminim1.flixcart.com/image/312/312/kc3p30w0/television/z/b/e/thomson-65-oathpro-2020-original-imaftaquapygjk2w.jpeg?q=70	Thomson OATHPRO Series 164 cm (65 inch) Ultra HD (4K) LED Smart Android TV with Dolby Digital Plus & D...	₹53,999	Netflix|Prime Video|Disney+Hotstar|YoutubeOperating System: AndroidUltra HD (4K) 3840 x 2160 Pixels30 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USBIPS1 Year Warranty on Product & 6 Months on Accessories
https://rukminim1.flixcart.com/image/312/312/l12h1u80/television/z/c/1/-original-imagcppgc2ycvxdb.jpeg?q=70	Blaupunkt Cyber Sound 164 cm (65 inch) Ultra HD (4K) LED Smart Android TV with Dolby MS12 & 60W Speake...	₹54,990	Netflix|Prime Video|Disney+Hotstar|YoutubeOperating System: AndroidUltra HD (4K) 3840 x 2160 Pixels60 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USBIPS1 Year Warranty on Product and 6 Months on Accessories
https://rukminim1.flixcart.com/image/312/312/l3xcr680/television/d/h/y/-original-imagexnsrn6af5gu.jpeg?q=70	Nokia 109 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby Atmos and Dolby Vision	₹31,999	Netflix|Prime Video|Disney+Hotstar|YoutubeOperating System: AndroidUltra HD (4K) 3840 x 2160 Pixels24 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USBVA Type Panel1 Year Warranty on Product
https://rukminim1.flixcart.com/image/312/312/l5h2xe80/television/o/w/t/-original-imagg4y9fgxqhwys.jpeg?q=70	MOTOROLA Revou 2 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV with Dolby Atmos and Dolby Vision	₹46,999	Netflix|Prime Video|Disney+Hotstar|YoutubeOperating System: AndroidUltra HD (4K) 3840 x 2160 Pixels24 W Speaker Output60 Hz Refresh Rate4 x HDMI | 2 x USBVA Type Panel1 Year Warranty on Product
https://rukminim1.flixcart.com/image/312/312/l3xcr680/television/u/w/c/-original-imagexnszb3s7ykw.jpeg?q=70	Nokia 109 cm (43 inch) Full HD LED Smart Android TV	₹26,999	Netflix|Prime Video|Disney+Hotstar|YoutubeOperating System: AndroidFull HD 1920 x 1080 Pixels24 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USBVA Type Panel1 Year Warranty on Product
https://rukminim1.flixcart.com/image/312/312/kqv8vww0/television/c/m/1/ua43au7500-samsung-original-imag4s9zwhx7jyx2.jpeg?q=70	SAMSUNG 7 108 cm (43 inch) Ultra HD (4K) LED Smart Tizen TV	₹38,440	Netflix|Disney+Hotstar|YoutubeOperating System: TizenUltra HD (4K) 3840 x 2160 Pixels20 W Speaker Output60 Hz Refresh Rate3 x HDMI | 1 x USB1 Year Comprehensive Warranty on Product.
https://rukminim1.flixcart.com/image/312/312/l3nco7k0/television/z/p/t/-original-imageq5ehvxshfgh.jpeg?q=70	SAMSUNG Crystal 4K 125 cm (50 inch) Ultra HD (4K) LED Smart Tizen TV	₹44,990	Netflix|Disney+Hotstar|YoutubeOperating System: TizenUltra HD (4K) 3840 x 2160 Pixels20 W Speaker Output60 Hz Refresh Rate3 x HDMI | 1 x USB1 Year Product Warranty and 1 Year Additional on Panel
https://rukminim1.flixcart.com/image/312/312/kfzq8i80/television/m/d/d/motorola-32sahdme-original-imafwc5yzz7cyv3r.jpeg?q=70	MOTOROLA ZX2 80 cm (32 inch) HD Ready LED Smart Android TV with Dolby Atmos and Dolby Vision	₹19,999	Netflix|Prime Video|Disney+Hotstar|YoutubeOperating System: AndroidHD Ready 1366 x 768 Pixels40 W Speaker Output60 Hz Refresh Rate2 x HDMI | 2 x USBVA Panel1 Year Warranty on Product
https://rukminim1.flixcart.com/image/312/312/kg2l47k0/television/p/k/4/realme-rmv2001-sled-tv-55-original-imafwe38mxfgcf8g.jpeg?q=70	realme SLED 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV	₹48,999	Netflix|Prime Video|Disney+Hotstar|YoutubeOperating System: AndroidUltra HD (4K) 3840 x 2160 Pixels24 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USBSLED LED1 Year Domestic Warranty and 2  Years on Panel
https://rukminim1.flixcart.com/image/312/312/xif0q/television/u/h/n/-original-imaggwfzpgv9pbht.jpeg?q=70	SAMSUNG The Frame 125 cm (50 inch) QLED Ultra HD (4K) Smart Tizen TV	₹79,990	Netflix|Prime Video|Disney+Hotstar|YoutubeOperating System: TizenUltra HD (4K) 3840 x 2160 Pixels20 W Speaker Output50 Hz Refresh Rate4 x HDMI | 2 x USB1 Year Comprehensive Warranty on Product and 1 Year Additional on Panel
https://rukminim1.flixcart.com/image/312/312/l3nco7k0/television/5/k/a/-original-imageq5eyxxf8sbe.jpeg?q=70	SAMSUNG Crystal 4K Pro 138 cm (55 inch) Ultra HD (4K) LED Smart Tizen TV with Voice Search	₹49,990	Netflix|Disney+Hotstar|YoutubeOperating System: TizenUltra HD (4K) 3840 x 2160 Pixels20 W Speaker Output60 Hz Refresh Rate3 x HDMI | 1 x USB1 Year Product Warranty and 1 Year Additional on Panel
https://rukminim1.flixcart.com/image/312/312/l3929ow0/television/h/d/m/kd-65x75k-in5-sony-original-imagef3zkuszrfgh.jpeg?q=70	SONY Bravia 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV with Google TV	₹50,900	Netflix|Prime Video|Disney+Hotstar|YoutubeOperating System: Google TVUltra HD (4K) 3840 x 2160 Pixels20 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USB1 Year Manufacturer Warranty
https://rukminim1.flixcart.com/image/312/312/kex5ci80/television/z/v/u/toshiba-43l5050-original-imafvh4nczqkuzzd.jpeg?q=70	TOSHIBA L50 Series 108 cm (43 inch) Full HD LED Smart VIDAA TV with ADS Panel	₹20,990	Netflix|Prime Video|YoutubeOperating System: VIDAAFull HD 1920 x 1080 Pixels24 W Speaker Output60 Hz Refresh Rate2 x HDMI | 2 x USBYupp TV1 Year Warranty
https://rukminim1.flixcart.com/image/312/312/k05ljm80/television/t/p/g/lg-43lm5600ptc-original-imafjydmeh8u3pg7.jpeg?q=70	LG All-in-One 108 cm (43 inch) Full HD LED Smart WebOS TV	₹32,900	Netflix|Prime Video|Disney+Hotstar|YoutubeOperating System: WebOSFull HD 1920 x 1080 Pixels20 W Speaker Output50 Hz Refresh Rate2 x HDMI | 1 x USBIPS Panel1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on Panel/Module from the date of purchase.
https://rukminim1.flixcart.com/image/312/312/xif0q/television/2/p/q/-original-imaghy5qfxzusdct.jpeg?q=70	KODAK 7XPro 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with 40W Sound Output & Bezel-Less Des...	₹23,999	Prime Video|Disney+Hotstar|YoutubeOperating System: AndroidUltra HD (4K) 3840 x 2160 Pixels40 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USBIPS1 Year Warranty on Product and 6 Months on Accessories
https://rukminim1.flixcart.com/image/312/312/l5fnhjk0/television/e/i/7/-original-imagg45hzzyhrkzq.jpeg?q=70	Hisense A4G Series 80 cm (32 inch) HD Ready LED Smart Android TV with DTS Virtual X	₹12,990	Netflix|Prime Video|Disney+Hotstar|YoutubeOperating System: AndroidHD Ready 1366 x 768 Pixels20 W Speaker Output60 Hz Refresh Rate2 x HDMI | 2 x USBIPS, A+ Grade Ultra Vivid High Contrast Panel1 Year Comprehensive Warranty
https://rukminim1.flixcart.com/image/312/312/xif0q/television/n/n/f/-original-imaghzvu2kcw8quz.jpeg?q=70	iFFALCON H72 139 cm (55 inch) QLED Ultra HD (4K) Smart Android TV Hands Free Voice Control & Works wit...	₹44,999	Netflix|Disney+Hotstar|YoutubeOperating System: AndroidUltra HD (4K) 3840 x 2160 Pixels24 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USBA+ Grade Panel1 Year Warranty on Product
https://rukminim1.flixcart.com/image/312/312/kfh5ifk0/television/x/y/u/samsung-ua43t5500akxxl-original-imafvwry7ppmzr9w.jpeg?q=70	SAMSUNG 108 cm (43 inch) Full HD LED Smart Tizen TV	₹33,470	Netflix|Disney+Hotstar|YoutubeOperating System: TizenFull HD 1920 x 1080 Pixels20 W Speaker Output60 Hz Refresh Rate2 x HDMI | 1 x USB1 Year Comprehensive and 1 Year Additional on Panel
https://rukminim1.flixcart.com/image/312/312/l26hdow0/television/o/d/2/43a4g-hisense-original-imagdh27sey8kfpx.jpeg?q=70	Hisense A4G Series 108 cm (43 inch) Full HD LED Smart Android TV with DTS Virtual X	₹23,990	Netflix|Prime Video|Disney+Hotstar|YoutubeOperating System: AndroidFull HD 1920 x 1080 Pixels20 W Speaker Output60 Hz Refresh Rate2 x HDMI | 2 x USBA+ Grade Ultra Vivid High Contrast Panel2 Years Comprehensive Warranty
https://rukminim1.flixcart.com/image/312/312/kzpw2vk0/television/h/w/t/-original-imagbz2c3v9taknf.jpeg?q=70	MarQ By Flipkart Innoview 108 cm (43 inch) Full HD LED Smart Android TV (43AAFHDM)	₹21,999	Netflix|Disney+Hotstar|YoutubeOperating System: AndroidFull HD 1920 x 1080 Pixels20 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USB1 Year Warranty on Product
https://rukminim1.flixcart.com/image/312/312/l12h1u80/television/d/t/s/-original-imagcppgegr5sy6z.jpeg?q=70	Blaupunkt Cybersound 106 cm (42 inch) Full HD LED Smart Android TV with 40W Speaker	₹19,999	Prime Video|Disney+Hotstar|YoutubeOperating System: AndroidFull HD 1920 x 1080 Pixels40 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USBIPS1 Year Warranty on Product & 6 Months on Accessories
https://rukminim1.flixcart.com/image/312/312/xif0q/television/g/3/f/32ws-cellecor-original-imaggmyfrv55etaq.jpeg?q=70	Cellecor 80 cm (32 inch) Full HD LED Smart Android TV	₹10,499	Netflix|Prime Video|Disney+Hotstar|YoutubeOperating System: AndroidFull HD 1920 x 1080 Pixels20 W Speaker Output60 Hz Refresh Rate2 x HDMI | 2 x USB2 Year Standard Manufacturer Warranty From Cellecor
https://rukminim1.flixcart.com/image/312/312/k7nnrm80/television/x/9/2/coocaa-50s3n-50s3n-original-imafpufykugs546e.jpeg?q=70	Coocaa 127 cm (50 inch) Ultra HD (4K) LED Smart Linux TV	Price: Not Available	Netflix|Prime Video|YoutubeOperating System: LinuxUltra HD (4K) 3840 x 2160 Pixels20 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USBA+Grade panel1 Year Domestic Warranty
